Simulation:,Density Correction
Angle 54,24318.7645032414,2419.63680024624
Angle 54,24339.6235826899,2384.19918058985
Angle 54,24360.4556304615,2348.70948521711
Angle 54,24381.260565053,2313.16798014294
Angle 54,24402.0383048813,2277.57493245158
Angle 54,24422.7887682868,2241.93061029565
Angle 54,24443.5118735356,2206.23528289497
Angle 54,24464.2075388226,2170.48922053547
Angle 54,24484.8756822739,2134.69269456789
Angle 54,24505.5162219497,2098.84597740645
Angle 54,24526.1290758474,2062.94934252744
Angle 54,24546.7141619041,2027.00306446773
Angle 54,24567.2713979995,1991.00741882315
Angle 54,24587.8007019591,1954.96268224687
Angle 54,24608.3019915567,1918.8691324476
Angle 54,24628.7751845179,1882.72704818775
Angle 54,24649.2201985224,1846.53670928155
Angle 54,24669.6369512077,1810.29839659297
Angle 54,24690.0253601718,1774.01239203365
Angle 54,24710.3853429763,1737.6789785607
Angle 54,24730.7168171494,1701.29844017443
Angle 54,24751.0197001893,1664.87106191591
Angle 54,24771.2939095674,1628.3971298646
Angle 54,24791.5393627311,1591.87693113571
Angle 54,24811.7559771072,1555.31075387759
Angle 54,24831.9436701056,1518.69888726896
Angle 54,24852.1023591217,1482.04162151609
Angle 54,24872.2319615406,1445.33924784986
Angle 54,24892.3323947398,1408.5920585227
Angle 54,24912.4035760929,1371.80034680551
Angle 54,24932.4454229729,1334.96440698441
Angle 54,24952.4578527556,1298.0845343574
Angle 54,24972.4407828231,1261.16102523099
Angle 54,24992.3941305673,1224.19417691661
Angle 54,25012.3178133934,1187.18428772707
Angle 54,25032.2117487232,1150.13165697276
Angle 54,25052.0758539993,1113.03658495789
Angle 54,25071.9100466879,1075.89937297656
Angle 54,25091.714244283,1038.72032330869
Angle 54,25111.4883643097,1001.49973921594
Angle 54,25131.2323243282,964.237924937483
Angle 54,25150.9460419373,926.935185685621
Angle 54,25170.6294347781,889.591827641396
Angle 54,25190.2824205379,852.208157950024
Angle 54,25209.9049169541,814.784484716249
Angle 54,25229.4968418174,777.321116999588
Angle 54,25249.0581129766,739.818364809471
Angle 54,25268.5886483417,702.276539100268
Angle 54,25288.0883658879,664.695951766214
Angle 54,25307.5571836601,627.076915636224
Angle 54,25326.9950197761,589.419744468601
Angle 54,25346.401792431,551.724752945631
Angle 54,25365.7774199012,513.992256668071
Angle 54,25385.1218205482,476.222572149531
Angle 54,25404.434912823,438.416016810734
Angle 54,25423.7166152697,400.572908973682
Angle 54,25442.96684653,362.693567855692
Angle 54,25462.1855253474,324.77831356334
Angle 54,25481.3725705708,286.827467086275
Angle 54,25500.5279011594,248.841350290934
Angle 54,25519.6514361862,210.820285914136
Angle 54,25538.7430948428,172.764597556569
Angle 54,25557.8027964433,134.674609676159
Angle 54,25576.8304604289,96.5506475813311
Angle 54,25595.8260063716,58.3930374241485
Angle 54,25614.7893539792,20.2021061933458
Angle 54,25624.7948014538,0
Angle 55,0,0
Angle 55,40.0379295630484,57.0820892995488
Angle 55,79.9648309336541,113.907885668745
Angle 55,119.782071338537,170.479607524421
Angle 55,159.490993070313,226.799431877795
Angle 55,199.092914096319,282.869495349943
Angle 55,238.589128648743,338.691895156046
Angle 55,277.980907796729,394.26869005959
Angle 55,317.269500001138,449.601901297608
Angle 55,356.456131652585,504.693513478028
Angle 55,395.542007593374,559.545475450132
Angle 55,434.528311623884,614.159701149105
Angle 55,473.416206993999,668.538070415588
Angle 55,512.206836880077,722.68242979114
Angle 55,550.901324848004,776.594593290454
Angle 55,589.500775302797,830.276343151139
Angle 55,628.00627392523,883.729430561862
Angle 55,666.418888095955,936.955576369595
Angle 55,704.739667307514,989.956471766693
Angle 55,742.969643564689,1042.73377895849
Angle 55,781.109831773573,1095.28913181207
Angle 55,819.161230119742,1147.62413648689
Angle 55,857.124820435907,1199.74037204782
Angle 55,895.001568559386,1251.63939106119
Angle 55,932.792424679744,1303.32272017444
Angle 55,970.498323676922,1354.79186067996
Angle 55,1008.12018545017,1406.04828906347
Angle 55,1045.65891523809,1457.09345753767
Angle 55,1083.11540393004,1507.92879456147
Angle 55,1120.49052836931,1558.55570534532
Angle 55,1157.78515164807,1608.97557234319
Angle 55,1195.00012339469,1659.18975573137
Angle 55,1232.13628005341,1709.19959387482
Angle 55,1269.1944451567,1759.00640378126
Angle 55,1306.1754295906,1808.61148154343
Angle 55,1343.0800318531,1858.01610276989
Angle 55,1379.90903830596,1907.22152300481
Angle 55,1416.66322342005,1956.22897813691
Angle 55,1453.34335001444,2005.03968479807
Angle 55,1489.95016948947,2053.65484075175
Angle 55,1526.48442205391,2102.07562527174
Angle 55,1562.94683694645,2150.30319951131
Angle 55,1599.33813265169,2198.33870686323
Angle 55,1635.65901711074,2246.18327331079
Angle 55,1671.91018792668,2293.83800777022
Angle 55,1708.0923325649,2341.30400242468
Angle 55,1744.20612854864,2388.58233305008
Angle 55,1780.25224364973,2435.67405933303
Angle 55,1816.23133607474,2482.580225181
Angle 55,1852.14405464661,2529.30185902516
Angle 55,1887.99103898205,2575.83997411587
Angle 55,1923.77291966459,2622.19556881113
Angle 55,1959.49031841363,2668.36962685829
Angle 55,1995.14384824942,2714.36311766902
Angle 55,2030.73411365428,2760.17699658785
Angle 55,2066.26171072996,2805.81220515447
Angle 55,2101.7272273514,2851.26967135994
Angle 55,2137.13124331694,2896.55030989692
Angle 55,2172.47433049505,2941.65502240417
Angle 55,2207.7570529677,2986.5846977055
Angle 55,2242.97996717054,3031.3402120432
Angle 55,2278.14362202979,3075.9224293062
Angle 55,2313.24855909611,3120.3322012531
Angle 55,2348.2953126755,3164.57036773016
Angle 55,2383.28440995715,3208.63775688446
Angle 55,2418.21637113862,3252.53518537223
Angle 55,2453.09170954809,3296.26345856264
Angle 55,2487.91093176399,3339.8233707371
Angle 55,2522.67453773204,3383.2157052841
Angle 55,2557.38302087967,3426.44123488988
Angle 55,2592.03686822796,3469.50072172491
Angle 55,2626.63656050121,3512.39491762634
Angle 55,2661.1825722341,3555.12456427653
Angle 55,2695.67537187658,3597.6903933777
Angle 55,2730.11542189651,3640.0931268229
Angle 55,2764.50317888012,3682.33347686336
Angle 55,2798.83909363035,3724.41214627218
Angle 55,2833.12361126309,3766.32982850472
Angle 55,2867.35717130147,3808.08720785552
Angle 55,2901.54020776813,3849.68495961199
Angle 55,2935.67314927554,3891.12375020483
Angle 55,2969.75641911454,3932.40423735546
Angle 55,3003.79043534099,3973.5270702203
Angle 55,3037.77561086065,4014.49288953208
Angle 55,3071.71235351236,4055.30232773836
Angle 55,3105.60106614947,4095.95600913714
Angle 55,3139.44214671969,4136.45455000974
Angle 55,3173.23598834327,4176.79855875099
Angle 55,3206.98297938962,4216.98863599686
Angle 55,3240.68350355246,4257.02537474942
Angle 55,3274.33793992335,4296.90936049942
Angle 55,3307.9466630639,4336.64117134637
Angle 55,3341.51004307645,4376.22137811627
Angle 55,3375.0284456734,4415.650544477
Angle 55,3408.5022322452,4454.92922705145
Angle 55,3441.93175992696,4494.05797552847
Angle 55,3475.3173816638,4533.03733277162
Angle 55,3508.65944627495,4571.86783492583
Angle 55,3541.95829851659,4610.55001152201
Angle 55,3575.21427914344,4649.08438557959
Angle 55,3608.42772496931,4687.47147370723
Angle 55,3641.59896892633,4725.71178620141
Angle 55,3674.72834012313,4763.80582714336
Angle 55,3707.81616390198,4801.75409449399
Angle 55,3740.86276189474,4839.55708018708
Angle 55,3773.86845207783,4877.21527022079
Angle 55,3806.83354882618,4914.72914474735
Angle 55,3839.75836296612,4952.09917816114
Angle 55,3872.64320182734,4989.32583918512
Angle 55,3905.48836929386,5026.40959095566
Angle 55,3938.29416585411,5063.35089110583
Angle 55,3971.06088865,5100.1501918471
Angle 55,4003.78883152521,5136.80794004963
Angle 55,4036.47828507248,5173.32457732101
Angle 55,4069.12953668017,5209.70054008366
Angle 55,4101.74287057785,5245.93625965074
Angle 55,4134.31856788118,5282.03216230076
Angle 55,4166.85690663591,5317.98866935084
Angle 55,4199.35816186112,5353.80619722863
Angle 55,4231.82260559174,5389.48515754294
Angle 55,4264.2505069202,5425.02595715321
Angle 55,4296.64213203743,5460.42899823763
Angle 55,4328.99774427318,5495.69467836012
Angle 55,4361.31760413548,5530.82339053614
Angle 55,4393.60196934958,5565.81552329733
Angle 55,4425.85109489607,5600.67146075505
Angle 55,4458.06523304848,5635.39158266274
Angle 55,4490.24463341007,5669.97626447732
Angle 55,4522.38954295011,5704.42587741943
Angle 55,4554.50020603953,5738.74078853265
Angle 55,4586.57686448583,5772.92136074181
Angle 55,4618.61975756758,5806.96795291012
Angle 55,4650.62912206821,5840.8809198955
Angle 55,4682.60519230925,5874.66061260587
Angle 55,4714.54820018301,5908.3073780535
Angle 55,4746.45837518476,5941.82155940848
Angle 55,4778.3359444443,5975.20349605132
Angle 55,4810.18113275704,6008.45352362456
Angle 55,4841.99416261454,6041.57197408363
Angle 55,4873.77525423457,6074.55917574686
Angle 55,4905.52462559068,6107.41545334455
Angle 55,4937.2424924412,6140.14112806739
Angle 55,4968.92906835789,6172.73651761397
Angle 55,5000.58456475404,6205.20193623752
Angle 55,5032.20919091208,6237.53769479199
Angle 55,5063.80315401086,6269.74410077723
Angle 55,5095.36665915235,6301.82145838355
Angle 55,5126.89990938802,6333.77006853551
Angle 55,5158.4031057447,6365.59022893505
Angle 55,5189.87644725013,6397.28223410383
Angle 55,5221.32013095799,6428.84637542501
Angle 55,5252.73435197261,6460.28294118432
Angle 55,5284.11930347324,6491.59221661041
Angle 55,5315.47517673797,6522.77448391468
Angle 55,5346.80216116725,6553.83002233038
Angle 55,5378.10044430705,6584.75910815115
Angle 55,5409.37021187163,6615.56201476896
Angle 55,5440.611647766,6646.23901271139
Angle 55,5471.82493410796,6676.79036967842
Angle 55,5503.0102512499,6707.21635057858
Angle 55,5534.16777780014,6737.51721756457
Angle 55,5565.29769064403,6767.69323006833
Angle 55,5596.40016496469,6797.74464483556
Angle 55,5627.47537426341,6827.6717159597
Angle 55,5658.52349037982,6857.47469491543
Angle 55,5689.54468351161,6887.15383059163
Angle 55,5720.53912223409,6916.70936932381
Angle 55,5751.50697351938,6946.14155492614
Angle 55,5782.44840275531,6975.45062872288
Angle 55,5813.36357376404,7004.63682957944
Angle 55,5844.25264882043,7033.7003939329
Angle 55,5875.1157886701,7062.64155582211
Angle 55,5905.95315254721,7091.46054691734
Angle 55,5936.764898192,7120.15759654948
Angle 55,5967.55118186806,7148.73293173881
Angle 55,5998.31215837937,7177.18677722333
Angle 55,6029.04798108699,7205.5193554867
Angle 55,6059.75880192566,7233.73088678576
Angle 55,6090.44477142,7261.82158917764
Angle 55,6121.10603870056,7289.79167854646
Angle 55,6151.74275151963,7317.64136862969
Angle 55,6182.35505626677,7345.37087104407
Angle 55,6212.94309798419,7372.98039531121
Angle 55,6243.5070203818,7400.47014888274
Angle 55,6274.04696585218,7427.84033716521
Angle 55,6304.56307548517,7455.09116354455
Angle 55,6335.05548908242,7482.22282941018
Angle 55,6365.52434517158,7509.23553417885
Angle 55,6395.96978102037,7536.12947531803
Angle 55,6426.39193265045,7562.90484836909
Angle 55,6456.79093485106,7589.56184697006
Angle 55,6487.16692119246,7616.10066287811
Angle 55,6517.52002403923,7642.52148599169
Angle 55,6547.8503745633,7668.82450437242
Angle 55,6578.1581027569,7695.00990426657
Angle 55,6608.4433374452,7721.07787012637
Angle 55,6638.70620629892,7747.0285846309
Angle 55,6668.94683584661,7772.86222870677
Angle 55,6699.1653514869,7798.57898154851
Angle 55,6729.36187750044,7824.17902063862
Angle 55,6759.53653706181,7849.66252176745
Angle 55,6789.68945225115,7875.02965905267
Angle 55,6819.82074406571,7900.28060495861
Angle 55,6849.93053243119,7925.41553031524
Angle 55,6880.01893621292,7950.43460433697
Angle 55,6910.08607322695,7975.3379946411
Angle 55,6940.13206025092,8000.12586726614
Angle 55,6970.15701303479,8024.79838668977
Angle 55,7000.16104631147,8049.35571584665
Angle 55,7030.14427380723,8073.79801614592
Angle 55,7060.10680825203,8098.12544748852
Angle 55,7090.04876138972,8122.33816828427
Angle 55,7119.97024398802,8146.43633546867
Angle 55,7149.87136584842,8170.42010451959
Angle 55,7179.75223581598,8194.28962947362
Angle 55,7209.61296178893,8218.04506294227
Angle 55,7239.45365072816,8241.68655612796
Angle 55,7269.27440866663,8265.21425883978
Angle 55,7299.07534071855,8288.62831950906
Angle 55,7328.8565510886,8311.92888520472
Angle 55,7358.61814308083,8335.11610164843
Angle 55,7388.3602191076,8358.1901132296
Angle 55,7418.08288069833,8381.15106302014
Angle 55,7447.78622850814,8403.99909278905
Angle 55,7477.47036232638,8426.73434301681
Angle 55,7507.13538108506,8449.3569529096
Angle 55,7536.78138286715,8471.86706041335
Angle 55,7566.40846491477,8494.2648022276
Angle 55,7596.0167236373,8516.55031381914
Angle 55,7625.60625461933,8538.72372943558
Angle 55,7655.17715262859,8560.78518211865
Angle 55,7684.72951162367,8582.73480371739
Angle 55,7714.26342476174,8604.57272490116
Angle 55,7743.7789844061,8626.2990751725
Angle 55,7773.27628213366,8647.91398287978
Angle 55,7802.75540874232,8669.41757522979
Angle 55,7832.21645425826,8690.80997830007
Angle 55,7861.65950794312,8712.09131705115
Angle 55,7891.08465830109,8733.26171533865
Angle 55,7920.49199308595,8754.32129592516
Angle 55,7949.88159930792,8775.27018049207
Angle 55,7979.25356324055,8796.1084896512
Angle 55,8008.60797042743,8816.83634295628
Angle 55,8037.94490568883,8837.45385891433
Angle 55,8067.26445312827,8857.96115499687
Angle 55,8096.56669613905,8878.35834765105
Angle 55,8125.85171741056,8898.64555231053
Angle 55,8155.11959893468,8918.8228834064
Angle 55,8184.37042201197,8938.8904543778
Angle 55,8213.60426725786,8958.84837768254
Angle 55,8242.82121460869,8978.69676480754
Angle 55,8272.02134332776,8998.43572627912
Angle 55,8301.20473201123,9018.06537167326
Angle 55,8330.37145859395,9037.58580962565
Angle 55,8359.52160035531,9056.99714784164
Angle 55,8388.65523392487,9076.29949310613
Angle 55,8417.77243528802,9095.49295129331
Angle 55,8446.87327979158,9114.57762737622
Angle 55,8475.95784214922,9133.55362543636
Angle 55,8505.02619644696,9152.421048673
Angle 55,8534.07841614848,9171.17999941255
Angle 55,8563.11457410042,9189.83057911773
Angle 55,8592.13474253759,9208.37288839663
Angle 55,8621.13899308818,9226.80702701175
Angle 55,8650.12739677878,9245.13309388883
Angle 55,8679.10002403948,9263.35118712567
Angle 55,8708.05694470877,9281.4614040008
Angle 55,8736.99822803851,9299.46384098207
Angle 55,8765.92394269875,9317.35859373515
Angle 55,8794.83415678249,9335.14575713194
Angle 55,8823.72893781045,9352.82542525886
Angle 55,8852.60835273571,9370.39769142506
Angle 55,8881.47246794832,9387.86264817056
Angle 55,8910.32134927986,9405.2203872743
Angle 55,8939.15506200796,9422.47099976207
Angle 55,8967.97367086068,9439.61457591436
Angle 55,8996.77724002098,9456.65120527419
Angle 55,9025.56583313097,9473.58097665476
Angle 55,9054.33951329624,9490.40397814707
Angle 55,9083.09834309008,9507.12029712747
Angle 55,9111.84238455765,9523.7300202651
Angle 55,9140.5716992201,9540.23323352927
Angle 55,9169.28634807865,9556.63002219673
Angle 55,9197.98639161859,9572.92047085894
Angle 55,9226.67188981332,9589.10466342915
Angle 55,9255.34290212818,9605.18268314953
Angle 55,9283.99948752442,9621.15461259811
Angle 55,9312.64170446296,9637.02053369576
Angle 55,9341.26961090822,9652.78052771298
Angle 55,9369.88326433183,9668.43467527673
Angle 55,9398.48272171633,9683.98305637712
Angle 55,9427.06803955885,9699.42575037405
Angle 55,9455.63927387463,9714.76283600383
Angle 55,9484.19648020068,9729.99439138561
Angle 55,9512.73971359921,9745.1204940279
Angle 55,9541.26902866116,9760.14122083492
Angle 55,9569.78447950961,9775.05664811291
Angle 55,9598.28611980314,9789.86685157639
Angle 55,9626.77400273926,9804.57190635438
Angle 55,9655.2481810576,9819.17188699649
Angle 55,9683.7087070433,9833.66686747901
Angle 55,9712.15563253013,9848.05692121092
Angle 55,9740.58900890376,9862.34212103986
Angle 55,9769.00888710487,9876.52253925802
Angle 55,9797.41531763225,9890.59824760796
Angle 55,9825.80835054591,9904.56931728843
Angle 55,9854.18803547009,9918.43581896006
Angle 55,9882.55442159629,9932.19782275107
Angle 55,9910.90755768618,9945.85539826288
Angle 55,9939.24749207458,9959.40861457569
Angle 55,9967.57427267233,9972.85754025395
Angle 55,9995.88794696915,9986.20224335191
Angle 55,10024.1885620365,9999.44279141897
Angle 55,10052.4761645302,10012.579251505
Angle 55,10080.7508006935,10025.6116901659
Angle 55,10109.0125163595,10038.5401734686
Angle 55,10137.2613569541,10051.3647669962
Angle 55,10165.4973674983,10064.0855358536
Angle 55,10193.7205926111,10076.7025446721
Angle 55,10221.9310765122,10089.2158576151
Angle 55,10250.1288630243,10101.6255383822
Angle 55,10278.3139955756,10113.9316502154
Angle 55,10306.4865172025,10126.1342559028
Angle 55,10334.6464705522,10138.2334177847
Angle 55,10362.7938978847,10150.2291977574
Angle 55,10390.9288410754,10162.1216572788
Angle 55,10419.0513416178,10173.9108573728
Angle 55,10447.1614406254,10185.596858634
Angle 55,10475.2591788341,10197.1797212328
Angle 55,10503.3445966048,10208.6595049195
Angle 55,10531.4177339254,10220.0362690295
Angle 55,10559.4786304132,10231.3100724874
Angle 55,10587.5273253168,10242.4809738117
Angle 55,10615.5638575188,10253.5490311196
Angle 55,10643.5882655374,10264.514302131
Angle 55,10671.600587529,10275.3768441732
Angle 55,10699.6008612902,10286.1367141853
Angle 55,10727.5891242594,10296.7939687226
Angle 55,10755.5654135198,10307.3486639607
Angle 55,10783.5297658004,10317.8008557002
Angle 55,10811.482217479,10328.1505993704
Angle 55,10839.4228045832,10338.397950034
Angle 55,10867.3515627932,10348.5429623913
Angle 55,10895.2685274432,10358.585690784
Angle 55,10923.1737335237,10368.5261891996
Angle 55,10951.067215683,10378.3645112755
Angle 55,10978.9490082294,10388.100710303
